local;idade;morador;BH_RMBH;uf_pais;cidade;bairro;sem_carnaval;pernoitar;quantas_pernoites;meio_de_hospedagem;transporte_chega_na_cidade;motivo_carnaval;se_nao_qual_foi;mês_viagem_bh;fonte_info_carnaval_bh;conhece_bh;motivo_viagem_1;motivo_viagem_2;motivo_viagem_3;gasto_hospedagem;gasto_atrativos;gasto_alimentacao;gasto_transporte;gasto_fatansias;gasto_compras;gasto_ingressos;gasto_outros;moeda;gasto_total;pessoas_no_gasto;gasto_percapto;dias_carnaval;gasto_medio_diario;gasto_medio_diario_per_capto;info_carnaval;carnaval_antes;opiniao_carnaval;piorou_pq;expectativas_carnaval;avaliacao_geral;banheiros;seguranca;precos;voltar_carnaval;se_nao_pq;alem_dos_blocos_1;alem_dos_blocos_2;alem_dos_blocos_3;alem_dos_blocos_4;alem_dos_blocos_5;patrocinador;genero;escolaridade;estado_civil;renda;transporte_blocos_1;transporte_blocos_2;transporte_blocos_3;apoio_LGBTQIA;faz_parte_LGBTQIA;data
ENTAO BRILHA!;33;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Centro;Sim;;;;;;;;;;;;;;;400;200;50;0;0;0;Real;650.00;1.00;650.00;3.00;216.67;216.67;Instagram;Sim;Melhorou;;Atendeu em parte;8;999999;4;3;Sim;;Eventos Privados;;;;;Nao sabe;Feminino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);A pe;;Sim;Nao;18/02/2023
ENTAO BRILHA!;42;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Rosa;Nao;;;;;;;;;;;;;;;200;50;50;200;100;0;Real;600.00;2.00;300.00;4.00;150.00;75;Outros sites;Sim;Melhorou;;Atendeu em parte;8;8;8;1;Sim;;Nenhuma;;;;;Ambev;Masculino;Ensino Tecnico completo;Uniao Estavel;Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Veiculo Proprio;;;Sim;Nao;18/02/2023
ENTAO BRILHA!;31;Morador;RMBH;Minas Gerais;CONTAGEM;;Sim;;;;;;;;;;;;;;;700;300;0;999999;0;0;Real;1000.00;2.00;500.00;5.00;200.00;100;Instagram;Sim;Melhorou;;Atendeu plenamente;9;999999;8;999999;Sim;;Nenhuma;;;;;Nao sabe;Masculino;Ensino Superior completo;Divorciado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
ENTAO BRILHA!;39;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Fernao Dias;Sim;;;;;;;;;;;;;;;650;100;150;0;0;0;Real;900.00;3.00;300.00;4.00;225.00;75;Outros sites;Sim;Melhorou;;Superou;10;5;6;6;Sim;;Nenhuma;;;;;Nao sabe;Masculino;Ensino Medio completo;Casado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Nao;18/02/2023
ENTAO BRILHA!;21;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Piratininga;Nao;;;;;;;;;;;;;;;200;40;25;0;0;0;Real;265.00;2.00;132.50;3.00;88.33;44.17;Amigos/Parentes;Sim;Melhorou;;Superou;8;3;5;1;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Tecnico completo;Solteiro(a);Ate 1 SM (R$ 1.30200);Onibus coletivo;;;Sim;Sim;18/02/2023
ENTAO BRILHA!;44;Visitante;Interior de Minas;Minas Gerais;JECEABA;;;Sim;2;Casa de Amigos/Parentes;Carro/Moto;Sim;;Julho;NR_NS;Sim;Saude;;;0;0;600;100;100;0;0;0;Real;800.00;2.00;400.00;2.00;400.00;200;Outros sites;Sim;Nem melhorou nem piorou;;Superou;9;8;10;10;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Superior completo;Casado(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
ENTAO BRILHA!;30;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Padre Eustaquio;Sim;;;;;;;;;;;;;;;1500;200;0;50;0;200;Real;1950.00;2.00;975.00;10.00;195.00;97.50;www.portalbelohorizonte.com.br;Sim;Melhorou;;Superou;10;8;9;8;Sim;;Precarnaval;Desfiles de Escolas de Samba (terca  Av. Afonso Pena);Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;Prefeitura;Masculino;Ensino Superior completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);Taxi;;Sim;Sim;18/02/2023
ENTAO BRILHA!;22;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Palmares;Sim;;;;;;;;;;;;;;;100;150;300;0;0;0;Real;550.00;3.00;183.33;4.00;137.50;45.83;Instagram;Sim;Melhorou;;Atendeu plenamente;10;10;9;10;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);Palco Oficial Praca da Estacao;Desfiles de Escolas de Samba (terca  Av. Afonso Pena);;;Belotur;Outros;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Sim;18/02/2023
ENTAO BRILHA!;67;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Padre Eustaquio;Sim;;;;;;;;;;;;;;;400;120;0;0;0;0;Real;520.00;1.00;520.00;4.00;130.00;130;www.portalbelohorizonte.com.br;Sim;Melhorou;;Superou;10;999999;10;999999;Sim;;Nenhuma;;;;;Nao sabe;Masculino;Ensino Superior completo;Casado(a);Acima de 10 SM (R$ 13.02001);Veiculo Proprio;;;Sim;Nao;18/02/2023
ENTAO BRILHA!;24;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santo Antonio;Nao;;;;;;;;;;;;;;;50;20;30;50;0;0;Real;150.00;1.00;150.00;4.00;37.50;37.50;Instagram;Sim;Melhorou;;Atendeu em parte;10;10;10;8;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);Desfiles de Escolas de Samba (terca  Av. Afonso Pena);Eventos Privados;;;Nao respondeu;Feminino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Veiculo Proprio;;;Sim;Sim;18/02/2023
ENTAO BRILHA!;58;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Cachoeirinha;Sim;;;;;;;;;;;;;;;250;150;0;0;0;0;Real;400.00;1.00;400.00;5.00;80.00;80;Amigos/Parentes;Nao;;;Atendeu em parte;8;9;9;9;Sim;;Desfiles de Escolas de Samba (terca  Av. Afonso Pena);Eventos Privados;Precarnaval;;;Prefeitura;Masculino;Ensino Superior completo;Divorciado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Veiculo Proprio;Aplicativos (Uber/99/InDrive);Onibus coletivo;Sim;Nao;18/02/2023
ENTAO BRILHA!;26;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Castelo;Nao;;;;;;;;;;;;;;;60;70;0;0;0;0;Real;130.00;2.00;65.00;3.00;43.33;21.67;Instagram;Sim;Nem melhorou nem piorou;;Superou;10;2;5;8;Sim;;NR_NS;;;;;Nao respondeu;Feminino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;18/02/2023
ENTAO BRILHA!;26;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Copacabana;Sim;;;;;;;;;;;;;;;50;60;0;0;0;0;Real;110.00;1.00;110.00;2.00;55.00;55;Instagram;Sim;Melhorou;;Atendeu plenamente;8;6;6;7;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Superior completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
ENTAO BRILHA!;24;Morador;RMBH;Minas Gerais;NOVA LIMA;;Sim;;;;;;;;;;;;;;;150;120;30;0;0;0;Real;300.00;1.00;300.00;4.00;75.00;75;Instagram;Sim;Melhorou;;Superou;7;5;5;6;Sim;;Precarnaval;;;;;Nao sabe;Masculino;Ensino Tecnico completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Sim;18/02/2023
ENTAO BRILHA!;45;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Anchieta;Sim;;;;;;;;;;;;;;;0;100;0;0;0;0;Real;100.00;2.00;50.00;4.00;25.00;12.50;Instagram;Sim;Melhorou;;Superou;10;999999;4;999999;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Prefeitura;Feminino;Ensino Superior completo;Casado(a);NR_NS;Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
ENTAO BRILHA!;17;Morador;RMBH;Minas Gerais;VESPASIANO;;Sim;;;;;;;;;;;;;;;200;36;150;0;0;0;Real;386.00;1.00;386.00;4.00;96.50;96.50;Instagram;Sim;Melhorou;;Superou;7;10;1;6;Sim;;Nenhuma;;;;;Ambev;Feminino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Nao;18/02/2023
ENTAO BRILHA!;24;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Amelia;Sim;;;;;;;;;;;;;;;100;280;100;0;0;0;Real;480.00;1.00;480.00;6.00;80.00;80;Blocos de rua;Sim;Nem melhorou nem piorou;;Atendeu em parte;8;7;3;10;Sim;;Desfiles de Escolas de Samba (terca  Av. Afonso Pena);Eventos Privados;Precarnaval;;;Xeque Mate ;Feminino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Sim;18/02/2023
ENTAO BRILHA!;36;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Piratininga;Sim;;;;;;;;;;;;;;;400;100;200;300;0;0;Real;1000.00;3.00;333.33;4.00;250.00;83.33;Outros sites;Sim;Melhorou;;Superou;10;10;10;10;Sim;;NR_NS;;;;;Ambev;Masculino;Ensino Medio completo;Uniao Estavel;Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);Onibus coletivo;;Sim;Nao;18/02/2023
ENTAO BRILHA!;42;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Barreiro;Sim;;;;;;;;;;;;;;;300;50;0;0;0;0;Real;350.00;3.00;116.67;2.00;175.00;58.33;Amigos/Parentes;Nao;;;Atendeu plenamente;8;8;1;8;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Nao respondeu;Masculino;Ensino Superior completo;Divorciado(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Nao;Nao;18/02/2023
ENTAO BRILHA!;26;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Ceu Azul;Sim;;;;;;;;;;;;;;;500;999999;999999;999999;50;0;Real;550.00;1.00;550.00;3.00;183.33;183.33;Instagram;Sim;Melhorou;;Superou;10;10;4;5;Sim;;Eventos Privados;Precarnaval;;;;Ambev;Masculino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;Aplicativos (Uber/99/InDrive);;Sim;Sim;18/02/2023
ENTAO BRILHA!;46;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Lagoa;Sim;;;;;;;;;;;;;;;200;28;0;0;0;0;Real;228.00;1.00;228.00;4.00;57.00;57;NR_NS;Sim;Melhorou;;Atendeu plenamente;10;10;8;8;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Brahma;Feminino;Ensino Medio completo;Viuvo(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Veiculo Proprio;;;Sim;Nao;18/02/2023
ENTAO BRILHA!;29;Morador;RMBH;Minas Gerais;MATOZINHOS;;Sim;;;;;;;;;;;;;;;30;0;100;50;0;0;Real;180.00;2.00;90.00;2.00;90.00;45;Instagram;Sim;NR_NS;;NR_NS;10;8;6;999999;NR_NS;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Prefeitura;Feminino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);A pe;;;Sim;Nao;18/02/2023
ENTAO BRILHA!;28;Morador;RMBH;Minas Gerais;SANTA LUZIA;;Nao;;;;;;;;;;;;;;;400;240;150;0;200;0;Real;990.00;1.00;990.00;4.00;247.50;247.50;Instagram;Sim;Melhorou;;Atendeu em parte;8;5;7;5;Sim;;Eventos Privados;Precarnaval;;;;Nao sabe;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);Metro;;Sim;Nao;18/02/2023
ENTAO BRILHA!;56;Visitante;Outros Estados;Sao Paulo;SAO PAULO;;;Sim;5;Hoteis/Pousadas;Aviao;Sim;;Fevereiro;Amigos/Parentes;Nao;;;;1000;2500;2500;200;0;0;0;0;Real;6200.00;2.00;3100.00;3.00;2066.67;1033.33;Amigos/Parentes;Nao;;;Superou;10;5;10;10;Sim;;NR_NS;;;;;Prefeitura;Feminino;Ensino Superior completo;Casado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Taxi;;;Sim;Nao;18/02/2023
ENTAO BRILHA!;28;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Lagoinha;Sim;;;;;;;;;;;;;;;300;0;40;0;0;0;Real;340.00;1.00;340.00;4.00;85.00;85;Instagram;Sim;Melhorou;;Atendeu plenamente;10;1;2;1;Sim;;Palco Oficial Praca da Estacao;;;;;Copasa;Feminino;Ensino Superior completo;Uniao Estavel;Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);A pe;Onibus coletivo;;Sim;Sim;18/02/2023
ENTAO BRILHA!;22;Morador;RMBH;Minas Gerais;CONTAGEM;;Sim;;;;;;;;;;;;;;;400;48;20;0;0;0;Real;468.00;2.00;234.00;4.00;117.00;58.50;Instagram;Sim;Melhorou;;Superou;10;6;2;1;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);Palco Oficial Praca da Estacao;Precarnaval;;;Nao sabe;Masculino;Ensino Medio completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Onibus coletivo;;;Sim;Sim;18/02/2023
ENTAO BRILHA!;35;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Floramar;Sim;;;;;;;;;;;;;;;100;80;80;0;0;0;Real;260.00;1.00;260.00;3.00;86.67;86.67;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;8;999999;7;4;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Brahma;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Divorciado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;18/02/2023
ENTAO BRILHA!;36;Morador;RMBH;Minas Gerais;CONTAGEM;;Nao;;;;;;;;;;;;;;;350;500;5;0;0;0;Real;855.00;7.00;122.14;3.00;285.00;40.71;Instagram;Sim;Piorou;Qualidade de som do trio eletrico ;Atendeu em parte;7;10;5;5;Sim;;Eventos Privados;Palco Oficial Praca da Estacao;Precarnaval;;;Nao sabe;Feminino;Ensino Tecnico completo;Casado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);Onibus coletivo;;Sim;Nao;18/02/2023
ENTAO BRILHA!;30;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Ines;Nao;;;;;;;;;;;;;;;100;20;120;0;0;0;Real;240.00;1.00;240.00;4.00;60.00;60;Instagram;Nao;;;Atendeu plenamente;8;999999;5;2;Sim;;Nenhuma;;;;;Nao respondeu;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Uniao Estavel;Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
ENTAO BRILHA!;26;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Centro;Nao;;;;;;;;;;;;;;;40;0;0;50;0;0;Real;90.00;1.00;90.00;3.00;30.00;30;Instagram;Nao;;;Atendeu plenamente;9;9;7;999999;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);Desfiles de Escolas de Samba (terca  Av. Afonso Pena);;;;Skol;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);A pe;;;Sim;Sim;18/02/2023
ENTAO BRILHA!;37;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Coqueiros;Sim;;;;;;;;;;;;;;;300;0;400;0;0;0;Real;700.00;1.00;700.00;2.00;350.00;350;Instagram;Nao;;;NR_NS;999999;999999;999999;10;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Prefeitura;Feminino;Ensino Superior completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Veiculo Proprio;;;Sim;Sim;18/02/2023
ENTAO BRILHA!;33;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Rosa;Nao;;;;;;;;;;;;;;;300;27;50;0;0;0;Real;377.00;1.00;377.00;3.00;125.67;125.67;Amigos/Parentes;Nao;;;Atendeu plenamente;10;4;3;999999;Sim;;Nenhuma;;;;;Nao sabe;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Onibus coletivo;;;Sim;Nao;18/02/2023
ENTAO BRILHA!;22;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Novo Sao Lucas;Nao;;;;;;;;;;;;;;;0;20;0;0;0;0;Real;20.00;5.00;4.00;2.00;10.00;2;Amigos/Parentes;Sim;NR_NS;;Atendeu plenamente;7;8;4;7;Sim;;NR_NS;;;;;Prefeitura;Masculino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);A pe;;;Sim;Nao;18/02/2023
ENTAO BRILHA!;26;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Monica;Sim;;;;;;;;;;;;;;;500;36;0;0;0;999999;Real;536.00;1.00;536.00;4.00;134.00;134;Instagram;Sim;Melhorou;;Superou;8;9;5;7;Sim;;Precarnaval;;;;;Nao sabe;Feminino;Ensino Superior completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Onibus coletivo;;;Sim;Sim;18/02/2023
ENTAO BRILHA!;25;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Ouro Preto;Sim;;;;;;;;;;;;;;;50;100;40;0;0;0;Real;190.00;1.00;190.00;4.00;47.50;47.50;Instagram;Nao;;;Atendeu plenamente;8;2;6;5;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Prefeitura;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;18/02/2023
ENTAO BRILHA!;24;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Caicaras;Sim;;;;;;;;;;;;;;;200;40;50;0;0;0;Real;290.00;1.00;290.00;4.00;72.50;72.50;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;8;4;10;8;Sim;;Eventos Privados;Palco Oficial Praca da Estacao;Precarnaval;;;Ambev;Feminino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);Onibus coletivo;;Sim;Nao;18/02/2023
ENTAO BRILHA!;26;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Rio Branco;Nao;;;;;;;;;;;;;;;50;30;15;0;300;0;Real;395.00;1.00;395.00;4.00;98.75;98.75;Instagram;Sim;Nem melhorou nem piorou;;Atendeu em parte;5;5;2;1;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Nao respondeu;Feminino;Ensino Tecnico completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);A pe;;;Sim;Nao;18/02/2023
ENTAO BRILHA!;33;Visitante;Interior de Minas;Minas Gerais;VICOSA;;;Sim;4;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Fevereiro;Midias sociais;Sim;Lazer;Visitar amigos e parentes;;0;0;500;150;0;0;0;0;Real;650.00;1.00;650.00;5.00;130.00;130;Instagram;Sim;NR_NS;;Superou;10;999999;7;7;Sim;;Nenhuma;;;;;Skol;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);A pe;;;Sim;Sim;18/02/2023
ENTAO BRILHA!;32;Visitante;Outros Estados;Goias;GOIANIA;;;Sim;3;Casa de Amigos/Parentes;Aviao;Sim;;Janeiro;Amigos/Parentes;Sim;Carnaval;;;0;2000;500;500;0;0;1000;0;Real;4000.00;1.00;4000.00;3.00;1333.33;1333.33;Amigos/Parentes;Nao;;;Atendeu plenamente;10;999999;10;10;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Nao respondeu;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
ENTAO BRILHA!;21;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Sion;Sim;;;;;;;;;;;;;;;250;50;50;50;0;0;Real;400.00;1.00;400.00;5.00;80.00;80;Amigos/Parentes;Sim;Melhorou;;Atendeu plenamente;9;4;6;6;Sim;;Precarnaval;;;;;Vendedores ambulantes;Masculino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;A pe;;Sim;Sim;18/02/2023
ENTAO BRILHA!;29;Morador;RMBH;Minas Gerais;SABARA;;Sim;;;;;;;;;;;;;;;500;0;0;0;0;0;Real;500.00;1.00;500.00;4.00;125.00;125;Amigos/Parentes;Sim;Piorou;Poucas pessoas;Nao satisfez/decepcionou;5;1;1;1;Nao;Precos altos;NR_NS;;;;;Nao respondeu;Feminino;Ensino Fundamental completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Nao;18/02/2023
ENTAO BRILHA!;40;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Caicaras;Sim;;;;;;;;;;;;;;;200;100;160;0;0;0;Real;460.00;2.00;230.00;2.00;230.00;115;Instagram;Sim;NR_NS;;NR_NS;999999;2;7;999999;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Superior completo;Casado(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
ENTAO BRILHA!;24;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Jardim America;Sim;;;;;;;;;;;;;;;500;150;999999;50;0;0;Real;700.00;2.00;350.00;4.00;175.00;87.50;Instagram;Nao;;;Atendeu plenamente;8;7;7;6;Sim;;Nenhuma;;;;;Ambev;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);Onibus coletivo;;Sim;Nao;18/02/2023
ENTAO BRILHA!;54;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Cidade Jardim;Sim;;;;;;;;;;;;;;;200;60;300;200;0;0;Real;760.00;2.00;380.00;4.00;190.00;95;Amigos/Parentes;Nao;;;NR_NS;7;999999;5;999999;Sim;;Eventos Privados;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);Precarnaval;;;Cemig;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Casado(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
ENTAO BRILHA!;19;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Minas Brasil;Nao;;;;;;;;;;;;;;;300;100;25;0;0;0;Real;425.00;1.00;425.00;5.00;85.00;85;PDF com informacoes;Sim;Nem melhorou nem piorou;;Atendeu plenamente;8;5;3;1;Sim;;Precarnaval;;;;;Ambev;Masculino;Ensino Medio completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Onibus coletivo;;;Sim;Nao;18/02/2023
ENTAO BRILHA!;23;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Barreiro;Sim;;;;;;;;;;;;;;;200;72;70;0;0;0;Real;342.00;2.00;171.00;2.00;171.00;85.50;Outros sites;Sim;Melhorou;;Superou;8;5;6;7;Sim;;Nenhuma;;;;;Nao sabe;Feminino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Nao;18/02/2023
ENTAO BRILHA!;30;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Lourdes;Sim;;;;;;;;;;;;;;;1500;0;0;0;30;0;Real;1530.00;1.00;1530.00;5.00;306.00;306;Instagram;Sim;NR_NS;;Superou;9;3;3;6;Sim;;Eventos Privados;Precarnaval;;;;Skol;Masculino;Ensino Superior completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);A pe;;;Sim;Sim;18/02/2023
ENTAO BRILHA!;32;Morador;RMBH;Minas Gerais;CONTAGEM;;Nao;;;;;;;;;;;;;;;10;70;0;120;22;0;Real;222.00;1.00;222.00;4.00;55.50;55.50;Instagram;Nao;;;Atendeu plenamente;9;8;5;4;Sim;;Palco Oficial Praca da Estacao;;;;;Brahma;Feminino;Ensino Superior completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Veiculo Proprio;;;Sim;Sim;18/02/2023
ENTAO BRILHA!;25;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Lindeia;Sim;;;;;;;;;;;;;;;30;60;0;0;0;0;Real;90.00;1.00;90.00;4.00;22.50;22.50;Instagram;Sim;NR_NS;;NR_NS;999999;999999;10;999999;Sim;;Eventos Privados;;;;;Nao sabe;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
ENTAO BRILHA!;35;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Sao Geraldo;Sim;;;;;;;;;;;;;;;200;40;0;0;0;0;Real;240.00;3.00;80.00;2.00;120.00;40;Amigos/Parentes;Sim;NR_NS;;Superou;7;4;5;6;Sim;;Nenhuma;;;;;Blocos;Feminino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Sim;18/02/2023
