bloquinho,idade,faixaetaria,morador,estado,ufpais,pernoitar,quantaspernoites,meiodehospedagem,transporteparacidade,mesviagem,fonteinfocarnaval,gastohospedagem,faixagastohospedagem,gastoatrativos,faixagastoatrativos,gastoalimentacao,faixagastoalimentacao,gastotransporte,faixagastotransporte,gastofatansias,faixagastofatansias,gastocompras,faixagastocompras,gastoingressos,faixagastoingressos,gastooutros,faixagastooutros,gastototal,faixagastototal,pessoas_no_gasto,gastopercapto,faixagastopercapto,diascarnaval,gastomediodiario,faixagastomediodiario,gastomediodiariopercapto,faixagastomediodiariopercapto,infocarnaval,opiniaocarnaval,pioroupq,expectativas_carnaval,avaliacao_geral,banheiros,seguranca,precos,voltarcarnaval,alemdosblocos,patrocinador,genero,escolaridade,estadocivil,renda,faixarenda,rendamedia,transporteblocos,apoioLGBTQIA,fazparteLGBTQIA,data
HAVAYANAS USADAS,24,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,60,Baixo,60,Baixo,60,Baixo,120,Médio,0,Muito baixo (zero),0,Muito baixo (zero),300,Médio,1,300,Médio,4,75,Baixo,75,Baixo,Instagram,Piorou,Precos,Atendeu plenamente,7,6,9,4,Sim,Nenhuma,Boticario,Feminino,Ensino Medio completo,Solteiro(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
HAVAYANAS USADAS,35,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,70,Baixo,150,Médio,100,Baixo,70,Baixo,280,Médio,200,Médio,870,Alto,2,435,Médio,4,217.5,Médio,108.75,Médio,WhatsApp,Piorou,Infraestrutura geral,Atendeu em parte,7,5,6,6,Sim,Eventos Privados,Nao sabe,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Sim,2023-02-20
HAVAYANAS USADAS,29,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,150,Médio,15,Baixo,30,Baixo,120,Médio,0,Muito baixo (zero),0,Muito baixo (zero),315,Médio,2,157.5,Médio,4,78.75,Baixo,39.38,Baixo,www.portalbelohorizonte.com.br,Melhorou,,Atendeu plenamente,9,8,9,8,Sim,Nenhuma,Nao respondeu,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Casado(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,38,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,30,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),30,Baixo,1,30,Baixo,3,10,Baixo,10,Baixo,Outros sites,Melhorou,,Atendeu plenamente,9,5,0,7,Sim,Nenhuma,Nao respondeu,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Casado(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Veiculo Proprio,Sim,Nao,2023-02-20
HAVAYANAS USADAS,23,Jovem,Visitante,Minas Gerais,Brasil,Sim,4,Airbnb,Onibus rodoviario,Dezembro,Amigos/Parentes,500,Médio,0,Muito baixo (zero),100,Baixo,30,Baixo,50,Baixo,0,Muito baixo (zero),90,Baixo,0,Muito baixo (zero),770,Alto,8,96.25,Baixo,5,154,Médio,19.25,Baixo,Instagram,,,Atendeu plenamente,8,5,8,8,Sim,Eventos Privados,Nao sabe,Feminino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,24,Jovem,Visitante,Minas Gerais,Brasil,Sim,4,Casa de Amigos/Parentes,Onibus rodoviario,Junho,Amigos/Parentes,0,Muito baixo (zero),0,Muito baixo (zero),200,Médio,20,Baixo,0,Muito baixo (zero),200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),420,Médio,1,420,Médio,4,105,Médio,105,Médio,Amigos/Parentes,Piorou,Banheiros,Atendeu plenamente,8,5,9,8,Sim,Nenhuma,Nao respondeu,Feminino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,26,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),1,0,Muito baixo (zero),4,0,Muito baixo (zero),0,Muito baixo (zero),Instagram,Nem melhorou nem piorou,,Atendeu plenamente,9,6,5,2,Sim,Nenhuma,Nao respondeu,Masculino,Ensino Superior completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Veiculo Proprio,Sim,Nao,2023-02-20
HAVAYANAS USADAS,50,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),40,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),140,Médio,1,140,Médio,3,46.67,Baixo,46.67,Baixo,Amigos/Parentes,Melhorou,,Atendeu plenamente,10,8,10,10,Sim,Nenhuma,Nao sabe,Masculino,Ensino Fundamental completo,Solteiro(a),NR_NS,,,A pe,Sim,Nao,2023-02-20
HAVAYANAS USADAS,28,Jovem,Visitante,Minas Gerais,Brasil,Sim,8,Casa de Amigos/Parentes,Onibus rodoviario,Novembro,Amigos/Parentes,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),160,Médio,500,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),860,Alto,1,860,Alto,4,215,Médio,215,Médio,Outros sites,Melhorou,,Atendeu plenamente,9,7,7,6,Sim,Nenhuma,Nao respondeu,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,21,Jovem,Visitante,Minas Gerais,Brasil,Sim,5,Casa de Amigos/Parentes,Onibus rodoviario,Fevereiro,Amigos/Parentes,0,Muito baixo (zero),0,Muito baixo (zero),30,Baixo,10,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),15,Baixo,55,Baixo,1,55,Baixo,4,13.75,Baixo,13.75,Baixo,Amigos/Parentes,,,Atendeu plenamente,8,3,5,2,Nao,Nenhuma,Prefeitura,Feminino,Ensino Medio completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Sim,2023-02-20
HAVAYANAS USADAS,26,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,0,Muito baixo (zero),0,Muito baixo (zero),250,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),450,Médio,2,225,Médio,2,225,Médio,112.5,Médio,www.portalbelohorizonte.com.br,Melhorou,,Atendeu plenamente,10,10,10,2,Sim,Nenhuma,Prefeitura,Feminino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Carro de amigos ou Parentes,Sim,Nao,2023-02-20
BLOCO DA CINARA,29,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,50,Baixo,80,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),180,Médio,2,90,Baixo,2,90,Baixo,45,Baixo,www.portalbelohorizonte.com.br,Melhorou,,Superou,10,8,10,5,Sim,Nenhuma,Nao sabe,Feminino,Ensino Medio completo,Solteiro(a),Ate 1 SM (R$ 1.30200),Até 1 SM,1302,Carro de amigos ou Parentes,Sim,Sim,2023-02-20
HAVAYANAS USADAS,57,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,150,Médio,100,Baixo,150,Médio,0,Muito baixo (zero),300,Médio,0,Muito baixo (zero),700,Alto,1,700,Alto,6,116.67,Médio,116.67,Médio,Outros sites,Melhorou,,Superou,9,8,7,4,Sim,Nenhuma,Prefeitura,Masculino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Taxi,Sim,Nao,2023-02-20
HAVAYANAS USADAS,24,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,20,Baixo,16,Baixo,100,Baixo,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),336,Médio,2,168,Médio,2,168,Médio,84,Baixo,Amigos/Parentes,Nem melhorou nem piorou,,Atendeu plenamente,9,7,5,2,Sim,Nenhuma,Cemig,Feminino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Carro de amigos ou Parentes,Sim,Sim,2023-02-20
BLOCO DA CINARA,54,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,60,Baixo,60,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),420,Médio,5,84,Baixo,7,60,Baixo,12,Baixo,Outros sites,Melhorou,,Superou,10,7,10,8,Sim,Nenhuma,Belotur,Feminino,Ensino Medio completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,A pe,Sim,Sim,2023-02-20
HAVAYANAS USADAS,19,Adolescente,Morador,Minas Gerais,Brasil,,,,,,,,,,,20,Baixo,50,Baixo,0,Muito baixo (zero),100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),170,Médio,4,42.5,Baixo,3,56.67,Baixo,14.17,Baixo,Instagram,,,Superou,8,7,4,3,Sim,Nenhuma,Nao sabe,Masculino,Ensino Medio completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,37,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,30,Baixo,20,Baixo,80,Baixo,60,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),190,Médio,1,190,Médio,4,47.5,Baixo,47.5,Baixo,Instagram,Piorou,NR_NS,Atendeu plenamente,8,9,9,5,Sim,Nenhuma,Belotur,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Veiculo Proprio,Sim,Sim,2023-02-20
BLOCO DA CINARA,59,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,120,Médio,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),370,Médio,2,185,Médio,5,74,Baixo,37,Baixo,www.portalbelohorizonte.com.br,Piorou,Desorganizacao,Atendeu plenamente,9,6,9,8,Sim,Nenhuma,Prefeitura,Feminino,Ensino Superior completo,Casado(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,21,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),120,Médio,0,Muito baixo (zero),220,Médio,1,220,Médio,4,55,Baixo,55,Baixo,WhatsApp,NR_NS,,Atendeu plenamente,8,8,9,9,Sim,Eventos Privados,Brahma,Masculino,Ensino Medio completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Onibus coletivo,Sim,Sim,2023-02-20
HAVAYANAS USADAS,23,Jovem,Visitante,Minas Gerais,Brasil,Sim,3,Casa de Amigos/Parentes,Carro/Moto,Janeiro,Midias sociais,0,Muito baixo (zero),100,Baixo,140,Médio,60,Baixo,0,Muito baixo (zero),200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),500,Médio,1,500,Médio,3,166.67,Médio,166.67,Médio,Instagram,,,Atendeu plenamente,8,5,3,6,NR_NS,Nenhuma,Nao respondeu,Masculino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
BLOCO DA CINARA,61,Idoso,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,300,Médio,200,Médio,100,Baixo,260,Médio,0,Muito baixo (zero),1160,Muito alto,1,1160,Muito alto,4,290,Médio,290,Médio,Outros sites,Melhorou,,Superou,10,7,9,8,Sim,Eventos Privados,Nao sabe,Masculino,Ensino Superior completo,Casado(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,20,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,80,Baixo,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),480,Médio,1,480,Médio,4,120,Médio,120,Médio,Instagram,NR_NS,,Atendeu em parte,7,1,1,1,Sim,Nenhuma,Brahma,Feminino,Ensino Medio completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
BLOCO DA CINARA,38,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,70,Baixo,150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),220,Médio,1,220,Médio,3,73.33,Baixo,73.33,Baixo,Outros sites,Melhorou,,Atendeu plenamente,10,9,8,5,Sim,Nenhuma,Nao sabe,Feminino,Ensino Medio completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Nao,2023-02-20
HAVAYANAS USADAS,25,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,150,Médio,240,Médio,50,Baixo,400,Médio,0,Muito baixo (zero),0,Muito baixo (zero),840,Alto,4,210,Médio,4,210,Médio,52.5,Baixo,Amigos/Parentes,Piorou,Greve do metro,Atendeu plenamente,8,7,9,8,Sim,Nenhuma,Nao respondeu,Feminino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
BLOCO DA CINARA,50,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,0,Muito baixo (zero),300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),800,Alto,3,266.67,Médio,5,160,Médio,53.33,Baixo,Instagram,Nem melhorou nem piorou,,Atendeu em parte,10,5,10,8,Sim,Nenhuma,Prefeitura,Feminino,Ensino Medio completo,Casado(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,A pe,Sim,Nao,2023-02-20
HAVAYANAS USADAS,23,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,6,Baixo,40,Baixo,40,Baixo,10,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),96,Baixo,2,48,Baixo,2,48,Baixo,24,Baixo,www.portalbelohorizonte.com.br,Piorou,Transporte ruim,Atendeu em parte,7,0,10,8,NR_NS,Nenhuma,Brahma,Masculino,Ensino Medio completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Onibus coletivo,Sim,Nao,2023-02-20
BLOCO DA CINARA,26,Jovem,Visitante,Minas Gerais,Brasil,Sim,3,Casa de Amigos/Parentes,Onibus rodoviario,Fevereiro,Amigos/Parentes,0,Muito baixo (zero),0,Muito baixo (zero),200,Médio,150,Médio,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),400,Médio,1,400,Médio,3,133.33,Médio,133.33,Médio,Outros sites,Melhorou,,Atendeu em parte,8,7,9,4,Sim,Nenhuma,Prefeitura,Feminino,Ensino Medio completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
HAVAYANAS USADAS,21,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,25,Baixo,10,Baixo,30,Baixo,6,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),71,Baixo,1,71,Baixo,4,17.75,Baixo,17.75,Baixo,Instagram,,,Atendeu plenamente,10,3,5,1,Sim,Nenhuma,Nao respondeu,Masculino,Ensino Medio completo,Solteiro(a),Ate 1 SM (R$ 1.30200),Até 1 SM,1302,Onibus coletivo,Sim,Sim,2023-02-20
BLOCO DA CINARA,58,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,240,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),240,Médio,1,240,Médio,7,38.29,Baixo,34.29,Baixo,Amigos/Parentes,Melhorou,,Atendeu plenamente,10,5,10,5,Sim,Nenhuma,Populacao,Feminino,Ensino Medio completo,Solteiro(a),Ate 1 SM (R$ 1.30200),Até 1 SM,1302,A pe,Sim,Nao,2023-02-20
GAROTAS SOLTEIRAS,28,Jovem,Visitante,Minas Gerais,Brasil,Sim,5,Hoteis/Pousadas,Onibus rodoviario,Janeiro,Amigos/Parentes,1400,Muito alto,1500,Muito alto,1500,Muito alto,300,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),4900,Muito alto,2,2450,Muito alto,5,980,Alto,490,Médio,Instagram,Melhorou,,Superou,10,8,9,9,Sim,Nenhuma,Brahma,Masculino,Ensino Superior completo,Solteiro(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,42,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),20,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),70,Baixo,2,35,Baixo,2,35,Baixo,17.5,Baixo,www.portalbelohorizonte.com.br,Melhorou,,Atendeu plenamente,9,8,8,6,Sim,Nenhuma,Prefeitura,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Casado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,A pe,Sim,Nao,2023-02-20
BLOCO DA CINARA,36,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,100,Baixo,20,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),420,Médio,2,210,Médio,7,60,Baixo,30,Baixo,www.portalbelohorizonte.com.br,Nem melhorou nem piorou,,Atendeu plenamente,9,7,8,6,Sim,Nenhuma,Prefeitura,Masculino,Ensino Superior completo,Casado(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Veiculo Proprio,Sim,Nao,2023-02-20
HAVAYANAS USADAS,39,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,80,Baixo,60,Baixo,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),240,Médio,1,240,Médio,3,80,Baixo,80,Baixo,Instagram,Nem melhorou nem piorou,,Indiferente,7,5,5,8,Sim,Nenhuma,Prefeitura,Feminino,Ensino Superior completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
GAROTAS SOLTEIRAS,28,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,100,Baixo,50,Baixo,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),550,Alto,2,275,Médio,3,183.33,Médio,91.67,Baixo,www.portalbelohorizonte.com.br,Melhorou,,Atendeu plenamente,8,6,8,6,Sim,Nenhuma,Prefeitura,Feminino,Ensino Tecnico completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Nao,2023-02-20
HAVAYANAS USADAS,36,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,0,Muito baixo (zero),100,Baixo,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),300,Médio,4,75,Baixo,4,75,Baixo,18.75,Baixo,Amigos/Parentes,,,Atendeu plenamente,8,10,10,4,Sim,Nenhuma,Belotur,Masculino,Ensino Superior completo,Casado(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,A pe,Sim,Nao,2023-02-20
BLOCO DA CINARA,27,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,600,Alto,150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),750,Alto,1,750,Alto,5,150,Médio,150,Médio,Amigos/Parentes,Melhorou,,Atendeu plenamente,10,7,10,2,Sim,Nenhuma,Copasa,Masculino,Ensino Medio completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
GAROTAS SOLTEIRAS,32,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,1000,Alto,500,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),1500,Muito alto,1,1500,Muito alto,3,500,Médio,500,Médio,www.portalbelohorizonte.com.br,Nem melhorou nem piorou,,Atendeu plenamente,9,1,8,7,Sim,Nenhuma,Ambev,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
BLOCO DA CINARA,41,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,10,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),60,Baixo,2,30,Baixo,1,60,Baixo,30,Baixo,www.portalbelohorizonte.com.br,,,Superou,10,10,8,6,NR_NS,Nenhuma,Prefeitura,Feminino,Ensino Medio completo,Divorciado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Veiculo Proprio,Sim,Nao,2023-02-20
GAROTAS SOLTEIRAS,38,Adulto,Visitante,Minas Gerais,Brasil,Sim,5,Casa de Amigos/Parentes,Carro/Moto,Outubro,Midias sociais,0,Muito baixo (zero),500,Médio,200,Médio,0,Muito baixo (zero),200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),900,Alto,1,900,Alto,5,180,Médio,180,Médio,Instagram,Melhorou,,Atendeu plenamente,9,7,8,6,Sim,Nenhuma,Prefeitura,Feminino,Ensino Superior completo,Divorciado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Veiculo Proprio,Sim,Nao,2023-02-20
BLOCO DA CINARA,25,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,150,Médio,150,Médio,150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),650,Alto,4,162.5,Médio,4,162.5,Médio,40.63,Baixo,Outros sites,Piorou,Excesso (Aumento) de publico,Atendeu em parte,8,9,7,5,Sim,Nenhuma,Prefeitura,Feminino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
HAVAYANAS USADAS,19,Adolescente,Morador,Minas Gerais,Brasil,,,,,,,,,,,60,Baixo,60,Baixo,90,Baixo,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),310,Médio,4,77.5,Baixo,4,77.5,Baixo,19.38,Baixo,Instagram,Melhorou,,Atendeu plenamente,9,9,10,5,Sim,Nenhuma,Prefeitura,Feminino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
GAROTAS SOLTEIRAS,23,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,400,Médio,100,Baixo,50,Baixo,0,Muito baixo (zero),300,Médio,0,Muito baixo (zero),850,Alto,1,850,Alto,3,283.33,Médio,283.33,Médio,Instagram,Melhorou,,Superou,10,7,7,10,Sim,Eventos Privados,Prefeitura,Feminino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
BLOCO DA CINARA,41,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),600,Alto,2,300,Médio,4,150,Médio,75,Baixo,www.portalbelohorizonte.com.br,Nem melhorou nem piorou,,Atendeu plenamente,8,5,8,3,Sim,Nenhuma,Prefeitura,Masculino,Ensino Superior completo,Casado(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
GAROTAS SOLTEIRAS,24,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,250,Médio,400,Médio,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),1250,Muito alto,1,1250,Muito alto,7,178.57,Médio,178.57,Médio,Outros sites,Melhorou,,Superou,8,8,10,10,Sim,Nenhuma,Prefeitura,Masculino,Ensino Tecnico completo,Casado(a),Ate 1 SM (R$ 1.30200),Até 1 SM,1302,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
BLOCO DA CINARA,22,Jovem,Visitante,Rio de Janeiro,Brasil,Sim,1,Casa de Amigos/Parentes,Carro/Moto,Janeiro,Sites de noticias,0,Muito baixo (zero),0,Muito baixo (zero),100,Baixo,80,Baixo,38,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),218,Médio,1,218,Médio,1,218,Médio,218,Médio,Outros sites,,,Superou,10,1,7,5,NR_NS,Nenhuma,Prefeitura,Feminino,Ensino Medio completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-20
GAROTAS SOLTEIRAS,32,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,1000,Alto,250,Médio,0,Muito baixo (zero),150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),1400,Muito alto,2,700,Alto,5,280,Médio,140,Médio,Outros sites,Melhorou,,Atendeu plenamente,8,6,9,10,Sim,Nenhuma,Prefeitura,Masculino,Ensino Tecnico completo,Casado(a),Nao possui renda,,,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-20
